pr,url,art,pfadImReview,auditZuordnung,zuordnungTyp,threadId,isResolved,technischerStatus,fixCommit,testOderGegenbeleg,kurztext,abschlussgruppe,abschlussstatus,abschlussnachweis
927,https://github.com/Sturmi77/correlcore/pull/927#discussion_r4040762944,Inline,docs/proposals/mockups/issues-917-920/index.html,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jgcJr,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Add denominators to both Lag-1 directions** When this mockup is used as the #917 implementati,PR#927:historical-inline,historischer Inline-Kontext; in AUD-36 / A11 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
927,https://github.com/Sturmi77/correlcore/pull/927#discussion_r4040762954,Inline,docs/proposals/mockups/issues-917-920/index.html,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jgcJz,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Make the split count agree with the n-gate state** The #920 result says there are 4 windows w,PR#927:historical-inline,historischer Inline-Kontext; in AUD-36 / A11 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
927,https://github.com/Sturmi77/correlcore/pull/927#discussion_r4040762963,Inline,docs/proposals/mockups/issues-917-920/index.html,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jgcJ6,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Restrict the automatic dark override to dark mode** On a first visit from a system using the,PR#927:historical-inline,historischer Inline-Kontext; in AUD-36 / A11 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
927,https://github.com/Sturmi77/correlcore/pull/927#discussion_r4040762972,Inline,docs/proposals/mockups/issues-917-920/index.html,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jgcKB,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Expose the individual marker labels to assistive technology** For the #919 marker example, th",PR#927:historical-inline,historischer Inline-Kontext; in AUD-36 / A11 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
927,https://github.com/Sturmi77/correlcore/pull/927#discussion_r4040762983,Inline,docs/proposals/mockups/issues-917-920/index.html,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jgcKK,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Aggregate partner hits by event window** `partnerDatesInWindow()` accepts one onset and retur,PR#927:historical-inline,historischer Inline-Kontext; in AUD-36 / A11 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
927,https://github.com/Sturmi77/correlcore/pull/927#discussion_r4040762997,Inline,docs/proposals/mockups/issues-917-920/index.html,AUD-36,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jgcKU,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Declare German as the document language** The document contains predominantly German content,PR#927:historical-inline,historischer Inline-Kontext; in AUD-36 / A11 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/985
926,https://github.com/Sturmi77/correlcore/pull/926#pullrequestreview-5240033805,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-04354345-832c-44be-9798-a8cccb992af1 --> ## Risk: Low Assessed from the diff only (4 files, +51/−9). **",PR#926:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/926#pullrequestreview-5240033805 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
926,https://github.com/Sturmi77/correlcore/pull/926#pullrequestreview-5240412209,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-977797ef-3527-45f1-9291-1465d6eb1ef4 --> ## Risk: Low (re-evaluated after update) PR was updated after,PR#926:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/926#pullrequestreview-5240412209 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
925,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239679071,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `4bbbdb6f79` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#925:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239679071 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#discussion_r4040048792,Inline,apps/web/src/lib/components/trends/EventAlignedSmallMultiplesSheet.svelte,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jerQw,true,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Hide the split prompt when no partner is selectable** When the partner lookup is loading, fai",PR#925:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#discussion_r4040048800,Inline,apps/web/src/lib/components/trends/EventAlignedSmallMultiplesSheet.svelte,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jerQ1,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Preserve branch qualifiers for long partner names** For valid custom partner names approachin,PR#925:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#discussion_r4040048809,Inline,apps/web/src/lib/i18n/locales/en.json,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jerQ7,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> State the analysis period in split counts** These counts change with the selected analysis ra,PR#925:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#discussion_r4040215707,Inline,apps/web/src/lib/components/trends/EventAlignedSmallMultiplesSheet.svelte,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jerQw,true,offen – Fix/Regressionstest prüfen,,,"Fixed in db8b634d. `showSplitHint` now also requires `canChoosePartner && !partnerLoading && !partnerUnavailable`, so the prompt only appears when a picker is actually on screen. A",PR#925:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239876912,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#925:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239876912 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#discussion_r4040215989,Inline,apps/web/src/lib/components/trends/EventAlignedSmallMultiplesSheet.svelte,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jerQ1,true,offen – Fix/Regressionstest prüfen,,,"Fixed in db8b634d. New `truncatePartnerForRowLabel()` shortens the partner portion to 12 characters plus an ellipsis, so ""with"" / ""without"" always survives in the end-anchored 110p",PR#925:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239877256,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#925:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239877256 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#discussion_r4040216338,Inline,apps/web/src/lib/i18n/locales/en.json,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jerQ7,true,offen – Fix/Regressionstest prüfen,,,"Fixed in db8b634d. Both locale strings now lead with the period qualifier: ""In the selected period: {withCount} windows with {partner} · {withoutCount} without"" / ""Im gewaehlten Ze",PR#925:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239877695,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#925:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239877695 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
925,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239883131,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-01c098df-10ed-4807-a567-ea4a05a872ee --> ## Risk assessment: **Low** Assessed from the actual diff (6 f,PR#925:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/925#pullrequestreview-5239883131 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
923,https://github.com/Sturmi77/correlcore/pull/923#pullrequestreview-5236061761,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-1a0be727-0671-4113-bb85-93ecef83f0e2 --> ## Risk assessment: **Low** Assessed from the actual diff (7 f,PR#923:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/923#pullrequestreview-5236061761 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
923,https://github.com/Sturmi77/correlcore/pull/923#discussion_r4037214200,Inline,apps/web/src/routes/insights/+page.svelte,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jXjmS,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Surface candidate lookup failures as unavailable** When `fetchTagCooccurrence` or `fetchSympt,PR#923:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
923,https://github.com/Sturmi77/correlcore/pull/923#pullrequestreview-5236107611,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `efd54c15d3` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#923:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/923#pullrequestreview-5236107611 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
923,https://github.com/Sturmi77/correlcore/pull/923#discussion_r4039395358,Inline,apps/web/src/routes/insights/+page.svelte,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jXjmS,true,offen – Fix/Regressionstest prüfen,,,"Fixed in 68b5c99c. Both co-occurrence lookups now return `{ ok, data }` like the heatmap fetch instead of collapsing a rejection to `null`, and `candidatesAvailable = tagPairsResul",PR#923:historical-inline,historischer Inline-Kontext; in AUD-20 / A08 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
923,https://github.com/Sturmi77/correlcore/pull/923#pullrequestreview-5238842212,Review/Antwort,,AUD-20,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#923:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/923#pullrequestreview-5238842212 | AUD-20 -> A08 | https://github.com/Sturmi77/correlcore/issues/982 | https://github.com/Sturmi77/correlcore/pull/996
922,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5235864336,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-afb73463-ffca-4ab4-b458-6135d4de7aa9 --> ## Risk assessment: Low **Review required:** No **Reviewers as,PR#922:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5235864336 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#discussion_r4037052977,Inline,apps/web/src/lib/utils/lag1Markers.ts,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jXJa2,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Add denominators to the Lag-1 frequencies** When the two subjects have different base frequen,PR#922:historical-inline,historischer Inline-Kontext; in AUD-12 / A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#discussion_r4037052986,Inline,apps/web/src/lib/components/trends/TrendsComparePanel.svelte,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jXJa7,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub></sub> Do not hide reverse-heavy Lag-1 summaries** When B→A has at least two hits but the pin-order,PR#922:historical-inline,historischer Inline-Kontext; in AUD-12 / A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5235909618,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `e55f9c9cda` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#922:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5235909618 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#discussion_r4039394868,Inline,apps/web/src/lib/utils/lag1Markers.ts,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jXJa2,true,offen – Fix/Regressionstest prüfen,,,"Fixed in 833ec746. `Lag1PairSummary` now carries `forwardTotal` / `reverseTotal`: each direction counts the antecedent days that could have produced a hit, and a day only counts as",PR#922:historical-inline,historischer Inline-Kontext; in AUD-12 / A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5238841724,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#922:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5238841724 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#discussion_r4039395081,Inline,apps/web/src/lib/components/trends/TrendsComparePanel.svelte,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jXJa7,true,offen – Fix/Regressionstest prüfen,,,"Fixed in 833ec746 by decoupling the numbers from the marker gate. `hasReportableLag1()` opens when *either* direction reaches `MIN_LAG1_DAYS`, and the summary renders on that condi",PR#922:historical-inline,historischer Inline-Kontext; in AUD-12 / A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
922,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5238841929,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#922:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/922#pullrequestreview-5238841929 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
921,https://github.com/Sturmi77/correlcore/pull/921#pullrequestreview-5235097021,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-e3a82c25-5ac2-40f4-9463-dd10db41c160 --> ## Risk assessment: Very Low **Review required:** No **Reviewe,PR#921:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/921#pullrequestreview-5235097021 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
921,https://github.com/Sturmi77/correlcore/pull/921#discussion_r4036438526,Inline,docs/proposals/FEATURE_EVENT_INTERACTION_TIMELINE.md,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jVmG7,false,offen – Fix/Regressionstest prüfen,,,"**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Add denominators to the Lag-1 copy pattern** When #917 implements this binding template, Lag-",PR#921:historical-inline,historischer Inline-Kontext; in AUD-12 / A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
921,https://github.com/Sturmi77/correlcore/pull/921#discussion_r4036438537,Inline,docs/proposals/FEATURE_EVENT_INTERACTION_TIMELINE.md,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jVmHB,false,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Add the selected-range qualifier to the copy patterns** All three patterns are declared bindi,PR#921:historical-inline,historischer Inline-Kontext; in AUD-12 / A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
921,https://github.com/Sturmi77/correlcore/pull/921#pullrequestreview-5235146643,Review/Antwort,,AUD-12,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `5414ad7532` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#921:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/921#pullrequestreview-5235146643 | AUD-12 -> A06 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
916,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5227883078,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#916:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5227883078 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
916,https://github.com/Sturmi77/correlcore/pull/916#discussion_r4030426359,Inline,apps/web/src/lib/components/insights/InsightCard.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jGk1f,true,offen – Fix/Regressionstest prüfen,,,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub></sub> Report the selected peak's direction in compact profiles** When a profile contains both posit,PR#916:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
916,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5227910537,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,### 💡 Codex Review Here are some automated review suggestions for this pull request. **Reviewed commit:** `0bdeffd967` <details> <summary>ℹ️ About Codex in GitHub</summary> <br/>,PR#916:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5227910537 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
916,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5228106443,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: Low (re-evaluated after push) **Code review required:** No **Reviewers assigned:** None **Decision:** Ke,PR#916:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5228106443 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
916,https://github.com/Sturmi77/correlcore/pull/916#discussion_r4030683338,Inline,apps/web/src/lib/components/insights/InsightCard.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86jGk1f,true,offen – Fix/Regressionstest prüfen,,,Fixed: compact `lag_peak_marker` now derives direction from `activeLagBar.r` (peak sign only). The full-chart aria label still uses the profile-wide mixed/same/opposite summary.,PR#916:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
916,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5228207807,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#916:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/916#pullrequestreview-5228207807 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
